abs_delta_nll_a,abs_delta_nll_b,abs_delta_nll_c,abs_delta_nll_f,abs_delta_nll_f_post,abs_delta_nll_f_pre,abs_delta_nll_p,abs_delta_nll_t,aggregation,arm,checkpoint,delta_nll_a,delta_nll_b,delta_nll_c,delta_nll_f,delta_nll_f_post,delta_nll_f_pre,delta_nll_p,delta_nll_t,domain,kl_a,kl_b,kl_f,kl_f_post,kl_f_pre,kl_t,model,n_tokens_a,n_tokens_b,n_tokens_c,n_tokens_f,n_tokens_f_post,n_tokens_f_pre,n_tokens_p,n_tokens_t,nll_a,nll_b,nll_c,nll_f,nll_f_post,nll_f_pre,nll_p,nll_t,delta_nll_f_minus_a,delta_nll_f_minus_p,kl_f_minus_a,delta_nll_b_minus_c,delta_nll_b_minus_p,probe_name,domain_display,domain_match_status,epsilon,layer,module_count,module_set,included_modules,excluded_modules,source_rows_complete,r_epsilon_equal5,state_rank_base_equal5_non_qk,state_rank_current_equal5_non_qk,delta_r_equal5,c_equal5,ratio_of_means_sensitivity_equal5,c_equal7,equal5_minus_equal7_c,p4_equal5,p8_equal5,p16_equal5,p32_equal5,pk_module_count,pk_included_modules,pk_excluded_modules,pk_aggregation,pk_delta_source,has_c_equal5,has_pk_equal5,pk_missing_reason,kl_b_minus_c,kl_b_minus_c_status,strict_accuracy,flexible_accuracy,format_gap,extract_failure_rate,recovery_rate,bad_format_count,bad_format_rate,truncated_count,truncated_rate,no_letter_count,no_letter_rate,behavior_source
0.0543370364366897,,,0.0394999468715062,0.1034066900610923,0.0418857099069281,0.0086287005920943,0.2142867200289453,sample_macro,offkd,5,-0.0014406184240111,,,0.0154155331206108,0.1024825745395251,-0.0063512272341176,-0.0081276203178127,0.1414923223001616,mmlu,0.0026091553787487,,0.0073796564415013,0.0079620222505347,0.007234064989243,0.0103541213734673,llama,1.0,0.0,0.0,5.0,1.0,4.0,181.51785714285717,1.0,2.106579682635409,,,1.9751311076884823,0.9343909210392408,2.2353161543507927,1.8032419568261828,3.358926972789424,0.0168561515446219,0.0235431534384235,0.0047705010627526,,,E_mmluPro,E_mmluPro,domain_matched_not_item_matched,0.05,14,5,equal5_non_qk,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",True,961.2,961.6,961.2,-0.4,0.0002714622576156,0.0004159733777038,0.001355341798413,-0.0010838795407973,6.126063294686901e-06,1.7313124180873275e-05,5.032936096539829e-05,0.00017150393323389268,5.0,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",equal_mean_of_per_module_scores,deployed_BF16_merged_minus_base,True,True,,,NA_NO_KL_C_IN_FAT_R1_V2,0.1292857142857142,0.1514285714285714,0.022142857142857214,0.5128571428571429,,,,,,,,llama_early_320_behavior task=mmlu_pro
0.1075359663340661,,,0.0825668120352284,0.151828003078699,0.0992721823775874,0.0171247432906649,0.5649611783027649,sample_macro,offkd,20,0.001562901386725,,,0.024380330627518,0.1310148800909519,-0.0022783067383404,-0.0146492537772655,0.3193972567149571,mmlu,0.0118129582498554,,0.0514916064591545,0.0340840843100366,0.055843486996434,0.0856824988386194,llama,1.0,0.0,0.0,5.0,1.0,4.0,181.51785714285717,1.0,2.109583202446146,,,1.9840959051953893,0.9629232265906674,2.23938907484657,1.7967203233667297,3.536831907204219,0.022817429240793,0.039029584404783504,0.0396786482092991,,,E_mmluPro,E_mmluPro,domain_matched_not_item_matched,0.05,14,5,equal5_non_qk,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",True,959.0,961.6,959.0,-2.6,0.0032999326958872,0.0027038269550748,0.0062498338671533,-0.002949901171266,6.842764491921116e-06,1.7713289662424358e-05,5.888126815988394e-05,0.0002003394365601499,5.0,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",equal_mean_of_per_module_scores,deployed_BF16_merged_minus_base,True,True,,,NA_NO_KL_C_IN_FAT_R1_V2,0.1457142857142857,0.1642857142857142,0.01857142857142849,0.5207142857142857,,,,,,,,llama_early_320_behavior task=mmlu_pro
0.1399218015133269,,,0.1185373049112302,0.2095962628935064,0.1378174882901033,0.0171705000798108,0.6440263522948537,sample_macro,offkd,40,0.0107856768076973,,,0.0565698261548365,0.1915431957372597,0.0228264837592307,-0.0110531573882294,-0.1256839367747307,mmlu,0.0191527910683569,,0.0899225743821422,0.0541873478477022,0.0988563810157522,0.1282156036355133,llama,1.0,0.0,0.0,5.0,1.0,4.0,181.51785714285717,1.0,2.118805977867118,,,2.016285400722708,1.0234515422369752,2.264493865344141,1.8003164197557655,3.091750713714532,0.0457841493471392,0.0676229835430659,0.0707697833137853,,,E_mmluPro,E_mmluPro,domain_matched_not_item_matched,0.05,14,5,equal5_non_qk,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",True,956.0,961.6,956.0,-5.6,0.0076452223905397,0.0058236272878536,0.0120849111190228,-0.004439688728483,5.630661519262503e-06,1.3786016484118591e-05,5.096345921627847e-05,0.00018162056221624986,5.0,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",equal_mean_of_per_module_scores,deployed_BF16_merged_minus_base,True,True,,,NA_NO_KL_C_IN_FAT_R1_V2,0.1314285714285714,0.16,0.02857142857142861,0.5535714285714286,,,,,,,,llama_early_320_behavior task=mmlu_pro
0.166926211274362,,,0.1476694836967757,0.3125197597699505,0.1604979756062051,0.0195486369742607,1.0310937041044237,sample_macro,offkd,80,0.0100168363364147,,,0.0871880391059177,0.3074172236025333,0.0321307429817638,-0.0034064111793399,0.6272238555124828,mmlu,0.0264714982508614,,0.1286658636925608,0.0879226115000034,0.1388516767407002,0.2105414201186171,llama,1.0,0.0,0.0,5.0,1.0,4.0,181.51785714285717,1.0,2.1180371373958358,,,2.046903613673789,1.1393255701022489,2.273798124566674,1.8079631659646556,3.844658506001745,0.077171202769503,0.0905944502852576,0.10219436544169941,,,E_mmluPro,E_mmluPro,domain_matched_not_item_matched,0.05,14,5,equal5_non_qk,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",True,952.6,961.6,952.6,-9.0,0.0126901673272972,0.0093594009983361,0.018419742115253,-0.0057295747879557,6.043173414127523e-06,1.5325519825637457e-05,5.3183828276796415e-05,0.0001883541335700695,5.0,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",equal_mean_of_per_module_scores,deployed_BF16_merged_minus_base,True,True,,,NA_NO_KL_C_IN_FAT_R1_V2,0.14,0.1607142857142857,0.020714285714285685,0.52,,,,,,,,llama_early_320_behavior task=mmlu_pro
0.1914014660008251,,,0.1567336705156734,0.2873508065087454,0.1795494749237383,0.0219152047418648,1.222915367569242,sample_macro,offkd,160,0.0110220142586955,,,0.0854362718015909,0.2737293840306145,0.038362993744335,0.0028968268530561,0.861298291512898,mmlu,0.0341308216527769,,0.1535746388219828,0.0991553980391472,0.1671794490176917,0.2793490359426608,llama,1.0,0.0,0.0,5.0,1.0,4.0,181.51785714285717,1.0,2.119042315318116,,,2.0451518463694622,1.1056377305303302,2.280030375329245,1.8142664039970515,4.07873294200216,0.0744142575428954,0.0825394449485348,0.11944381716920591,,,E_mmluPro,E_mmluPro,domain_matched_not_item_matched,0.05,14,5,equal5_non_qk,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",True,953.6,961.6,953.6,-8.0,0.0112914305503354,0.0083194675540765,0.0174206444174231,-0.0061292138670877,8.416599837346438e-06,1.836725991779531e-05,6.291037934715837e-05,0.0002010612501180415,5.0,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",equal_mean_of_per_module_scores,deployed_BF16_merged_minus_base,True,True,,,NA_NO_KL_C_IN_FAT_R1_V2,0.145,0.17,0.025000000000000022,0.5107142857142857,,,,,,,,llama_early_320_behavior task=mmlu_pro
0.2022286636595214,,,0.1523906514240162,0.2535920595909867,0.1905151360827897,0.0229267235326636,1.079891152892794,sample_macro,offkd,320,0.0099200976107801,,,0.0617979967977319,0.2162537973054817,0.0231840466707944,0.004726381919019,0.6156480983325413,mmlu,0.039264851945918,,0.1797382894876811,0.1545979363923625,0.1860233777615108,0.3102949025029582,llama,1.0,0.0,0.0,5.0,1.0,4.0,181.51785714285717,1.0,2.117940398670201,,,2.0215135713656034,1.0481621438051971,2.264851428255705,1.8160959590630144,3.8330827488218033,0.051877899186951806,0.0570716148787129,0.1404734375417631,,,E_mmluPro,E_mmluPro,domain_matched_not_item_matched,0.05,14,5,equal5_non_qk,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",True,951.0,961.6,951.0,-10.6,0.0162852395320973,0.0110232945091514,0.0248803899173441,-0.0085951503852467,1.2964697202733077e-05,2.6276066637365148e-05,7.836029380994664e-05,0.00022500787599707349,5.0,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",equal_mean_of_per_module_scores,deployed_BF16_merged_minus_base,True,True,,,NA_NO_KL_C_IN_FAT_R1_V2,0.1421428571428571,0.1635714285714285,0.021428571428571408,0.5028571428571429,,,,,,,,llama_early_320_behavior task=mmlu_pro
0.0484865900953965,,,0.0264174813213092,0.0480746900237031,0.0330572164910179,0.0037402047221652,0.0980958544356482,sample_macro,opd,5,-0.003162658387529,,,-0.0093422292098402,0.0420106189538325,-0.0221804412507584,-0.0005412767166242,0.0795276535408837,mmlu,0.0018239941474114,,0.0030002169799595,0.0027295920176817,0.0030678732205289,0.0036156701647476,llama,1.0,0.0,0.0,5.0,1.0,4.0,181.51785714285717,1.0,2.104857642671892,,,1.9503733453580312,0.8739189654535481,2.219486940334152,1.810828300427371,3.296962304030146,-0.0061795708223112,-0.008800952493216,0.0011762228325481,,,E_mmluPro,E_mmluPro,domain_matched_not_item_matched,0.05,14,5,equal5_non_qk,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",True,961.6,961.6,961.6,0.0,0.0,0.0,-0.0011614401858304,0.0011614401858304,2.1120917836014997e-06,1.189805707326741e-05,4.2823012336155257e-05,0.00013208836753616864,5.0,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",equal_mean_of_per_module_scores,deployed_BF16_merged_minus_base,True,True,,,NA_NO_KL_C_IN_FAT_R1_V2,0.135,0.1528571428571428,0.017857142857142794,0.455,,,,,,,,llama_early_320_behavior task=mmlu_pro
0.260484532647367,,,0.2286378380539161,0.5645437374711036,0.2116804470188383,0.045419607649495,0.9701448563167028,sample_macro,opd,20,0.0678249303118458,,,0.1724991949828607,0.5642726284691265,0.0745558366112943,0.035131484780132,0.9023042399542672,mmlu,0.087153079068022,,0.2246985545908766,0.1854297926356749,0.2345157450796769,0.2639815139504415,llama,1.0,0.0,0.0,5.0,1.0,4.0,181.51785714285717,1.0,2.1758452313712664,,,2.1322147695507323,1.396180974968842,2.3162232181962046,1.846501061924128,4.1197388904435295,0.1046742646710149,0.1373677102027287,0.1375454755228546,,,E_mmluPro,E_mmluPro,domain_matched_not_item_matched,0.05,14,5,equal5_non_qk,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",True,940.6,961.6,940.6,-21.0,0.0298003463834696,0.0218386023294509,0.0279099996854012,0.0018903466980683,9.518222941551358e-06,3.3460650774941315e-05,0.00011806206312028203,0.0003037511982256,5.0,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",equal_mean_of_per_module_scores,deployed_BF16_merged_minus_base,True,True,,,NA_NO_KL_C_IN_FAT_R1_V2,0.0778571428571428,0.0992857142857142,0.021428571428571394,0.7757142857142857,,,,,,,,llama_early_320_behavior task=mmlu_pro
0.3134455159705664,,,0.3763457840585282,0.6599841683677264,0.3375631390738167,0.092381687860751,1.6723689660004206,sample_macro,opd,40,0.1293280102498829,,,0.3579695255362561,0.6595044924957412,0.2825857837963849,0.0872588849654203,1.6409066583429064,mmlu,0.1521866079233586,,0.3186345308635915,0.2651574912880148,0.3320037907574857,0.3974566037314279,llama,1.0,0.0,0.0,5.0,1.0,4.0,181.51785714285717,1.0,2.237348311309304,,,2.317685100104128,1.4914128389954566,2.524253165381295,1.898628462109416,4.858341308832169,0.2286415152863732,0.2707106405708358,0.1664479229402329,,,E_mmluPro,E_mmluPro,domain_matched_not_item_matched,0.05,14,5,equal5_non_qk,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",True,934.4,961.6,934.4,-27.2,0.0376206508939598,0.0282861896838602,0.034657371664439,0.0029632792295208,9.583859809936258e-06,2.8338384072412737e-05,9.940285599439232e-05,0.00029596426320490564,5.0,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",equal_mean_of_per_module_scores,deployed_BF16_merged_minus_base,True,True,,,NA_NO_KL_C_IN_FAT_R1_V2,0.1471428571428571,0.1592857142857142,0.012142857142857094,0.5328571428571428,,,,,,,,llama_early_320_behavior task=mmlu_pro
0.3498627357796898,,,0.5371389543105449,0.7474275605593409,0.5067681856067585,0.1364324062404001,1.7158487951755523,sample_macro,opd,80,0.1896816500569028,,,0.5277727301408138,0.7469448448504721,0.4729797014633992,0.1334049179221053,1.612703174352646,mmlu,0.2138245837709733,,0.4380170252174139,0.3864931691012212,0.450897989246462,0.4644336735882929,llama,1.0,0.0,0.0,5.0,1.0,4.0,181.51785714285717,1.0,2.2977019511163235,,,2.4874883047086853,1.5788531913501875,2.71464708304831,1.9447744950661008,4.830137824841908,0.33809108008391103,0.39436781221870854,0.22419244144644063,,,E_mmluPro,E_mmluPro,domain_matched_not_item_matched,0.05,14,5,equal5_non_qk,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",True,928.4,961.6,928.4,-33.2,0.0450800560691808,0.0345257903494176,0.0411469584039987,0.003933097665182,8.236404482886428e-06,2.4627226775919552e-05,9.559553618599607e-05,0.00029407588444878735,5.0,"mlp.down_proj,mlp.gate_proj,mlp.up_proj,self_attn.o_proj,self_attn.v_proj","self_attn.q_proj,self_attn.k_proj",equal_mean_of_per_module_scores,deployed_BF16_merged_minus_base,True,True,,,NA_NO_KL_C_IN_FAT_R1_V2,0.1114285714285714,0.1228571428571428,0.011428571428571399,0.64,,,,,,,,llama_early_320_behavior task=mmlu_pro
